Rank,Rating,Title,Ratings,Variance,Confidences,URL’s,Review Title,Review Text,Decision,Area Chair’s Comment
537,5.73,Learning Backpropagation-Free Deep Architectures with Kernels,"6,6,5",0.47,"4,4,3",https://openreview.net/forum?id=H1GLm2R9Km,,,,
538,5.73,Adaptive Pruning of Neural Language Models for Mobile Devices,"6,5,6",0.47,"4,3,4",https://openreview.net/forum?id=S1GcHsAqtm,,,,
539,5.73,A Kernel Random Matrix-Based Approach for Sparse PCA,"5,7,6",0.82,"5,2,4",https://openreview.net/forum?id=rkgBHoCqYX,,,,
540,5.73,DANA: Scalable Out-of-the-box Distributed ASGD Without Retuning,"5,7,5",0.94,"3,4,4",https://openreview.net/forum?id=SkGQujR5FX,,,,
541,5.73,Automata Guided Skill Composition,"7,4,6,5",1.12,"3,2,4,2",https://openreview.net/forum?id=HkfwpiA9KX,,,,
542,5.71,Greedy Attack and Gumbel Attack: Generating Adversarial Examples for Discrete Data,"3,6,8,7",1.87,"4,4,2,4",https://openreview.net/forum?id=ByghKiC5YX,,,,
543,5.71,Deep Probabilistic Video Compression,"6,5,6",0.47,"5,4,5",https://openreview.net/forum?id=r1l-e3Cqtm,,,,
544,5.71,Domain Adaptation for Structured Output via Disentangled Patch Representations,"7,5,5",0.94,"5,5,4",https://openreview.net/forum?id=B1xFhiC9Y7,,,,
545,5.71,Initialized Equilibrium Propagation for Backprop-Free Training,"5,8,4",1.7,"4,5,5",https://openreview.net/forum?id=B1GMDsR5tm,,,,
546,5.71,(Unconstrained) Beam Search is Sensitive to Large Search Discrepancies,"5,5,7",0.94,"4,5,5",https://openreview.net/forum?id=BkE8NjCqYm,,,,
547,5.71,Variational Bayesian Phylogenetic Inference,"6,5,7",0.82,"3,3,1",https://openreview.net/forum?id=SJVmjjR9FX,,,,
548,5.7,An Information-Theoretic Metric of Transferability for Task Transfer Learning,"5,6,6",0.47,"3,3,4",https://openreview.net/forum?id=BkxAUjRqY7,,,,
549,5.7,Multi-objective training of Generative Adversarial Networks with multiple discriminators,"6,5,6",0.47,"3,3,4",https://openreview.net/forum?id=S1MB-3RcF7,,,,
550,5.7,Guiding Physical Intuition with Neural Stethoscopes,"6,4,7",1.25,"4,3,3",https://openreview.net/forum?id=BylctiCctX,,,,
551,5.7,Information Regularized Neural Networks,"6,6,5",0.47,"4,3,3",https://openreview.net/forum?id=BJgvg30ctX,,,,
552,5.7,Neural Logic Machines,"6,7,5",0.82,"3,2,5",https://openreview.net/forum?id=B1xY-hRctX,,,,
553,5.7,Towards Understanding Regularization in Batch Normalization,"5,6,6",0.47,"3,5,2",https://openreview.net/forum?id=HJlLKjR9FQ,,,,
554,5.7,Deep Denoising: Rate-Optimal Recovery of Structured Signals with a Deep Prior,"6,5,6",0.47,"3,3,4",https://openreview.net/forum?id=SklcFsAcKX,,,,
555,5.7,Incremental training of multi-generative adversarial networks,"5,6,6",0.47,"3,4,3",https://openreview.net/forum?id=ryekdoCqF7,,,,
556,5.69,Hallucinations in Neural Machine Translation,"6,4,7",1.25,"5,4,4",https://openreview.net/forum?id=SkxJ-309FQ,,,,
557,5.69,Learning Cross-Lingual Sentence Representations via a Multi-task Dual-Encoder Model,"7,4,6",1.25,"4,4,5",https://openreview.net/forum?id=BJgGhiR5KX,,,,
558,5.69,The Expressive Power of Deep Neural Networks with Circulant Matrices,"4,7,6",1.25,"4,4,5",https://openreview.net/forum?id=SkeUG30cFQ,,,,
559,5.69,On Learning Heteroscedastic Noise Models within Differentiable Bayes Filters,"6,4,7",1.25,"5,4,4",https://openreview.net/forum?id=BylBns0qtX,,,,
560,5.69,Neural Persistence: A Complexity Measure for Deep Neural Networks Using Algebraic Topology,"6,4,7",1.25,"5,4,4",https://openreview.net/forum?id=ByxkijC5FQ,,,,
561,5.67,Cross-Task Knowledge Transfer for Visually-Grounded Navigation,"7,5,5",0.94,"4,3,5",https://openreview.net/forum?id=ByGq7hRqKX,,,,
562,5.67,Scalable Unbalanced Optimal Transport using Generative Adversarial Networks,"5,6,6",0.47,"4,4,4",https://openreview.net/forum?id=HyexAiA5Fm,,,,
563,5.67,Unsupervised Learning of Sentence Representations Using Sequence Consistency,"7,5,5",0.94,"4,4,4",https://openreview.net/forum?id=BklUAoAcY7,,,,
564,5.67,ADAPTIVE NETWORK SPARSIFICATION VIA DEPENDENT VARIATIONAL BETA-BERNOULLI DROPOUT,"5,5,7",0.94,"4,4,4",https://openreview.net/forum?id=SylU3jC5Y7,,,,
565,5.67,Better Generalization with On-the-fly Dataset Denoising,"5,6,6",0.47,"4,3,5",https://openreview.net/forum?id=HyGDdsCcFQ,,,,
566,5.67,Context Mover's Distance & Barycenters: Optimal transport of contexts for building representations,"4,6,7",1.25,"4,4,4",https://openreview.net/forum?id=HJG7m2AcF7,,,,
567,5.67,Fast adversarial training for semi-supervised learning,"7,5,5",0.94,"4,4,4",https://openreview.net/forum?id=H1fsUiRcKQ,,,,
568,5.67,RANDOM MASK: Towards Robust Convolutional Neural Networks,"6,7,4",1.25,"3,3,3",https://openreview.net/forum?id=SkgkJn05YX,,,,
569,5.67,Identifying Generalization Properties in Neural Networks,"6,5,6",0.47,"4,4,4",https://openreview.net/forum?id=BJxOHs0cKm,,,,
570,5.67,A Frank-Wolfe Framework for Efficient and Effective Adversarial Attacks,"5,5,7",0.94,"4,4,4",https://openreview.net/forum?id=Hyewf3AqYX,,,,
571,5.67,A More Globally Accurate Dimensionality Reduction Method Using Triplets,"6,5,6",0.47,"5,4,3",https://openreview.net/forum?id=BkgVx3A9Km,,,,
572,5.67,Convolutional CRFs for Semantic Segmentation,"7,4,6",1.25,"4,4,4",https://openreview.net/forum?id=H1xEwsR9FX,,,,
573,5.67,Detecting Out-Of-Distribution Samples Using Low-Order Deep Features Statistics,"5,5,7",0.94,"4,4,4",https://openreview.net/forum?id=rkgpCoRctm,,,,
574,5.67,Backprop with Approximate Activations for Memory-efficient Network Training,"5,7,5",0.94,"3,4,5",https://openreview.net/forum?id=rJgfjjC9Ym,,,,
575,5.67,The relativistic discriminator: a key element missing from standard GAN,"3,6,7",1.7,"2,4,3",https://openreview.net/forum?id=S1erHoR5t7,,,,
576,5.67,Direct Optimization through $\arg \max$ for Discrete Variational Auto-Encoder,"6,7,4",1.25,"4,4,4",https://openreview.net/forum?id=S1ey2sRcYQ,,,,
577,5.67,Graph Matching Networks for Learning the Similarity of Graph Structured Objects,"5,6,6",0.47,"4,4,4",https://openreview.net/forum?id=S1xiOjC9F7,,,,
578,5.67,The Variational Deficiency Bottleneck,"5,7,6",0.82,"5,2,2",https://openreview.net/forum?id=rygjN3C9F7,,,,
579,5.67,Learning to Augment Influential Data,"6,6,5",0.47,"4,4,4",https://openreview.net/forum?id=BygIV2CcKm,,,,
580,5.67,Doubly Sparse: Sparse Mixture of Sparse Experts for Efficient Softmax Inference,"6,4,7",1.25,"3,3,3",https://openreview.net/forum?id=rJl2E3AcF7,,,,
581,5.67,On-Policy Trust Region Policy Optimisation with Replay Buffers,"6,6,5",0.47,"5,3,4",https://openreview.net/forum?id=B1MB5oRqtQ,,,,
582,5.67,Hierarchically-Structured Variational Autoencoders for Long Text Generation,"5,5,7",0.94,"4,4,4",https://openreview.net/forum?id=Hk41X2AqtQ,,,,
583,5.67,ACCELERATING NONCONVEX LEARNING VIA REPLICA EXCHANGE LANGEVIN DIFFUSION,"4,7,6",1.25,"4,4,4",https://openreview.net/forum?id=SJfPFjA9Fm,,,,
584,5.67,Can I trust you more? Model-Agnostic Hierarchical Explanations,"6,6,5",0.47,"4,4,4",https://openreview.net/forum?id=rkMD73A5FX,,,,
585,5.67,Interactive Parallel Exploration for Reinforcement Learning in Continuous Action Spaces,"6,4,7",1.25,"4,4,4",https://openreview.net/forum?id=B1eEKi0qYQ,,,,
586,5.67,GamePad: A Learning Environment for Theorem Proving,"4,7,7",1.41,"4,3,2",https://openreview.net/forum?id=r1xwKoR9Y7,,,,
587,5.67,Adversarial Exploration Strategy for Self-Supervised Imitation Learning,"7,5,5",0.94,"3,3,3",https://openreview.net/forum?id=Hyxtso0qtX,,,,
588,5.67,Finite Automata Can be Linearly Decoded from Language-Recognizing RNNs,"7,5,5",0.94,"3,3,3",https://openreview.net/forum?id=H1zeHnA9KX,,,,
589,5.67,PPO-CMA: Proximal Policy Optimization with Covariance Matrix Adaptation,"4,9,4",2.36,"4,3,2",https://openreview.net/forum?id=B1VWtsA5tQ,,,,
590,5.67,Predicting the Present and Future States of Multi-agent Systems from Partially-observed Visual Data,"5,6,6",0.47,"4,4,4",https://openreview.net/forum?id=r1xdH3CcKX,,,,
591,5.67,Learning Actionable Representations with Goal Conditioned Policies,"5,6,6",0.47,"4,4,4",https://openreview.net/forum?id=Hye9lnCct7,,,,
592,5.67,Set Transformer,"5,6,6",0.47,"4,3,5",https://openreview.net/forum?id=Hkgnii09Ym,,,,
593,5.67,CoDraw: Collaborative Drawing as a Testbed for Grounded Goal-driven Communication,"4,6,7",1.25,"4,4,4",https://openreview.net/forum?id=r1GkMhAqYm,,,,
594,5.67,Meta-Learning with Domain Adaptation for Few-Shot Learning under Domain Shift,"6,5,6",0.47,"3,3,3",https://openreview.net/forum?id=ByGOuo0cYm,,,,
595,5.67,Language Model Pre-training for Hierarchical Document Representations,"5,6,6",0.47,"4,4,4",https://openreview.net/forum?id=rygnfn0qF7,,,,
596,5.67,Manifold regularization with GANs for semi-supervised learning,"7,5,5",0.94,"4,4,4",https://openreview.net/forum?id=Syf9Q209YQ,,,,
597,5.67,Laplacian Smoothing Gradient Descent,"6,6,5",0.47,"4,4,4",https://openreview.net/forum?id=By41BjA9YQ,,,,
598,5.67,Predicted Variables in Programming,"5,5,7",0.94,"3,3,3",https://openreview.net/forum?id=B1epooR5FX,,,,
599,5.67,Spectral Inference Networks: Unifying Deep and Spectral Learning,"5,7,5",0.94,"3,3,3",https://openreview.net/forum?id=SJzqpj09YQ,,,,
600,5.67,Teacher Guided Architecture Search,"6,5,6",0.47,"4,4,4",https://openreview.net/forum?id=ryEkcsActX,,,,
601,5.64,Trace-back along capsules and its application on semantic segmentation,"6,6,5",0.47,"4,3,4",https://openreview.net/forum?id=H1xpe2C5Km,,,,
602,5.64,Adversarial Audio Synthesis,"5,6,6",0.47,"4,3,4",https://openreview.net/forum?id=ByMVTsR5KQ,,,,
603,5.64,LIT: Block-wise Intermediate Representation Training for Model Compression,"5,6,6",0.47,"4,3,4",https://openreview.net/forum?id=BkeUasA5YQ,,,,
604,5.64,Transfer Learning for Sequences via Learning to Collocate,"6,5,6",0.47,"3,4,4",https://openreview.net/forum?id=ByldlhAqYQ,,,,
605,5.64,Are Generative Classifiers More Robust to Adversarial Attacks?,"6,4,8",1.63,"3,5,3",https://openreview.net/forum?id=HygUOoC5KX,,,,
606,5.64,Learning data-derived privacy preserving representations from information metrics,"6,5,6",0.47,"4,4,3",https://openreview.net/forum?id=SJe2so0qF7,,,,
607,5.64,Understanding GANs via Generalization Analysis for Disconnected Support,"6,5,6",0.47,"4,4,3",https://openreview.net/forum?id=B1x5KiCcFX,,,,
608,5.64,Adaptive Mixture of Low-Rank Factorizations for Compact Neural Modeling,"4,6,7",1.25,"5,4,5",https://openreview.net/forum?id=r1xFE3Rqt7,,,,
609,5.64,CBOW Is Not All You Need: Combining CBOW with the Compositional Matrix Space Model,"6,5,6",0.47,"4,4,3",https://openreview.net/forum?id=H1MgjoR9tQ,,,,
610,5.64,A Resizable Mini-batch Gradient Descent based on a Multi-Armed Bandit,"6,7,4",1.25,"3,4,4",https://openreview.net/forum?id=H1lGHsA9KX,,,,
611,5.64,Discovery of natural language concepts in individual units,"6,5,6",0.47,"4,4,3",https://openreview.net/forum?id=S1EERs09YQ,,,,
612,5.64,Adversarial Imitation via Variational Inverse Reinforcement Learning,"5,6,6",0.47,"4,3,4",https://openreview.net/forum?id=HJlmHoR5tQ,,,,
613,5.64,Measuring and regularizing networks in function space,"6,5,6",0.47,"3,4,4",https://openreview.net/forum?id=SkMwpiR9Y7,,,,
614,5.64,Unsupervised Document Representation using Partition Word-Vectors Averaging,"6,7,4",1.25,"3,4,4",https://openreview.net/forum?id=HyNbtiR9YX,,,,
615,5.64,Learning to Learn with Conditional Class Dependencies,"6,8,4",1.63,"3,3,5",https://openreview.net/forum?id=BJfOXnActQ,,,,
616,5.64,State-Regularized Recurrent Networks,"6,6,5",0.47,"4,5,5",https://openreview.net/forum?id=HJf7ts0cFm,,,,
617,5.62,"The meaning of ""most"" for visual question answering models","7,5,5",0.94,"4,5,4",https://openreview.net/forum?id=rket4i0qtX,,,,
618,5.62,Zero-Resource Multilingual Model Transfer: Learning What to Share,"6,5,6",0.47,"4,5,4",https://openreview.net/forum?id=SyxHKjAcYX,,,,
619,5.62,An Alarm System for Segmentation Algorithm Based on Shape Model,"7,5,6,5",0.83,"3,5,4,4",https://openreview.net/forum?id=HkxMG209K7,,,,
620,5.62,Seq2Slate: Re-ranking and Slate Optimization with RNNs,"6,6,5",0.47,"4,4,5",https://openreview.net/forum?id=HkgHk3RctX,,,,
621,5.62,Neural Program Repair by Jointly Learning to Localize and Repair,"6,6,5",0.47,"4,4,5",https://openreview.net/forum?id=ByloJ20qtm,,,,
622,5.62,Learning Neural Random Fields with Inclusive Auxiliary Generators,"6,6,5",0.47,"3,2,3",https://openreview.net/forum?id=Syzn9i05Ym,,,,
623,5.6,Overcoming Catastrophic Forgetting via Model Adaptation,"4,6,7",1.25,"4,2,4",https://openreview.net/forum?id=ryGvcoA5YX,,,,
624,5.6,Infinitely Deep Infinite-Width Networks,"5,6,6",0.47,"4,2,4",https://openreview.net/forum?id=SkGT6sRcFX,,,,
625,5.6,Attentive Task-Agnostic Meta-Learning for Few-Shot Text Classification,"5,5,7",0.94,"4,3,3",https://openreview.net/forum?id=SyxMWh09KX,,,,
626,5.6,Learning Abstract Models for Long-Horizon Exploration,"4,6,8",1.63,"4,4,2",https://openreview.net/forum?id=ryxLG2RcYX,,,,
627,5.6,Amortized Context Vector Inference for Sequence-to-Sequence Networks,"6,6,5",0.47,"3,3,4",https://openreview.net/forum?id=SygONjRqKm,,,,
628,5.6,Alignment Based Mathching Networks for One-Shot Classification and Open-Set Recognition,"6,7,4",1.25,"2,4,4",https://openreview.net/forum?id=Skl6k209Ym,,,,
629,5.6,Manifold Mixup: Learning Better Representations by Interpolating Hidden States,"6,4,8",1.63,"4,4,2",https://openreview.net/forum?id=rJlRKjActQ,,,,
630,5.6,Equi-normalization of Neural Networks,"7,5,5",0.94,"3,4,3",https://openreview.net/forum?id=r1gEqiC9FX,,,,
631,5.58,MILE: A Multi-Level Framework for Scalable Graph Embedding,"7,4,6",1.25,"3,4,5",https://openreview.net/forum?id=HJeKCi0qYX,,,,
632,5.58,Adversarial Attacks on Node Embeddings,"5,6,6",0.47,"5,3,4",https://openreview.net/forum?id=Sye7qoC5FQ,,,,
633,5.58,Flow++: Improving Flow-Based Generative Models with Variational Dequantization and Architecture Design,"6,6,5",0.47,"4,3,5",https://openreview.net/forum?id=Hyg74h05tX,,,,
634,5.58,Stochastic Adversarial Video Prediction,"6,6,5",0.47,"3,4,5",https://openreview.net/forum?id=HyEl3o05Fm,,,,
635,5.58,A Variational Dirichlet Framework for Out-of-Distribution Detection,"6,5,6",0.47,"4,5,3",https://openreview.net/forum?id=ByxmXnA9FQ,,,,
636,5.57,Small steps and giant leaps: Minimal Newton solvers for Deep Learning,"7,7,3",1.89,"5,4,5",https://openreview.net/forum?id=Sygx4305KQ,,,,
637,5.57,Learning Exploration Policies for Navigation,"3,7,7",1.89,"5,5,4",https://openreview.net/forum?id=SyMWn05F7,,,,
638,5.56,CONTROLLING COVARIATE SHIFT USING EQUILIBRIUM NORMALIZATION OF WEIGHTS,"4,6,7",1.25,"4,1,4",https://openreview.net/forum?id=ryGDEjCcK7,,,,
639,5.56,Pix2Scene: Learning Implicit 3D Representations from Images,"5,6,6",0.47,"4,4,1",https://openreview.net/forum?id=BJeem3C9F7,,,,
640,5.55,Learning Entropic Wasserstein Embeddings,"7,7,3",1.89,"3,4,4",https://openreview.net/forum?id=rJg4J3CqFm,,,,
641,5.55,Learning Implicit Generative Models by Teaching Explicit Ones,"7,5,5",0.94,"3,4,4",https://openreview.net/forum?id=Hkg1YiAcK7,,,,
642,5.55,The loss landscape of overparameterized neural networks,"5,7,5",0.94,"4,3,4",https://openreview.net/forum?id=SyezvsC5tX,,,,
643,5.55,Reliable Uncertainty Estimates in Deep Neural Networks using Noise Contrastive Priors,"7,4,6",1.25,"3,4,4",https://openreview.net/forum?id=HkgxasA5Ym,,,,
644,5.55,Neural MMO: A massively multiplayer game environment for intelligent agents,"4,5,7",1.25,"4,2,5",https://openreview.net/forum?id=S1gWz2CcKX,,,,
645,5.55,Adaptive Sample-space & Adaptive Probability coding: a neural-network based approach for compression,"5,7,5",0.94,"4,3,4",https://openreview.net/forum?id=HkzNXhC9KQ,,,,
646,5.55,Overcoming Multi-model Forgetting,"6,5,6",0.47,"2,5,4",https://openreview.net/forum?id=r1fE3sAcYQ,,,,
647,5.54,Adaptive Gradient Methods with Dynamic Bound of Learning Rate,"7,4,6",1.25,"4,5,4",https://openreview.net/forum?id=Bkg3g2R9FX,,,,
648,5.54,StrokeNet: A Neural Painting Environment,"4,8,4",1.89,"4,5,4",https://openreview.net/forum?id=HJxwDiActX,,,,
649,5.54,AIM: Adversarial Inference by Matching Priors and Conditionals,"7,4,6",1.25,"4,5,4",https://openreview.net/forum?id=rJx_b3RqY7,,,,
650,5.5,DISTRIBUTIONAL CONCAVITY REGULARIZATION FOR GANS,"7,8,3,7",1.92,"4,1,4,1",https://openreview.net/forum?id=SklEEnC5tQ,,,,
651,5.5,Exploring and Enhancing the Transferability of Adversarial Examples,"4,6,6",0.94,"2,3,3",https://openreview.net/forum?id=HyMRUiC9YX,,,,
652,5.5,Learning Procedural Abstractions and Evaluating Discrete Latent Temporal Structure,"6,4,7",1.25,"3,4,3",https://openreview.net/forum?id=ByleB2CcKm,,,,
653,5.5,Convolutional Neural Networks on Non-uniform Geometrical Signals Using Euclidean Spectral Transformation,"5,7,4",1.25,"3,4,3",https://openreview.net/forum?id=B1G5ViAqFm,,,,
654,5.5,Pyramid Recurrent Neural Networks for Multi-Scale Change-Point Detection,"4,6,7",1.25,"5,3,4",https://openreview.net/forum?id=HkGTwjCctm,,,,
655,5.5,Efficiently testing local optimality and escaping saddles for ReLU networks,"3,6,6,8",1.79,"4,2,3,3",https://openreview.net/forum?id=HylTXn0qYX,,,,
656,5.5,Explaining Image Classifiers by Counterfactual Generation,"5,7,5",0.94,"4,3,5",https://openreview.net/forum?id=B1MXz20cYQ,,,,
657,5.5,Neural Predictive Belief Representations,"4,7,5",1.25,"3,4,3",https://openreview.net/forum?id=ryfz73C9KQ,,,,
658,5.5,PPD: Permutation Phase Defense Against Adversarial Examples in Deep Learning,"6,7,4",1.25,"3,4,5",https://openreview.net/forum?id=HkElFj0qYQ,,,,
659,5.5,Knowledge Representation for Reinforcement Learning using General Value Functions,"6,7,4",1.25,"3,3,4",https://openreview.net/forum?id=rygvZ2RcYm,,,,
660,5.5,Unsupervised Emergence of Spatial Structure from Sensorimotor Prediction,"4,6,7",1.25,"4,3,3",https://openreview.net/forum?id=H1lC8o0cKX,,,,
661,5.5,Actor-Attention-Critic for Multi-Agent Reinforcement Learning,"6,7,4",1.25,"3,3,4",https://openreview.net/forum?id=HJx7l309Fm,,,,
662,5.46,SynonymNet: Multi-context Bilateral Matching for Entity Synonyms,"5,7,4",1.25,"4,5,4",https://openreview.net/forum?id=H1f7S3C9YQ,,,,
663,5.45,The Nonlinearity Coefficient - Predicting Generalization in Deep Neural Networks,"5,7,4",1.25,"4,4,3",https://openreview.net/forum?id=BkeK-nRcFX,,,,
664,5.45,AntMan: Sparse Low-Rank Compression To Accelerate RNN Inference,"6,5,5",0.47,"5,2,4",https://openreview.net/forum?id=BJgsN3R9Km,,,,
665,5.45,Probabilistic Federated Neural Matching,"4,6,6",0.94,"3,4,4",https://openreview.net/forum?id=SygHGnRqK7,,,,
666,5.45,Learning to Coordinate Multiple Reinforcement Learning Agents for Diverse Query Reformulation,"4,7,5",1.25,"3,4,4",https://openreview.net/forum?id=rkMhusC5Y7,,,,
667,5.45,A Deep Learning Approach for Dynamic Survival Analysis with Competing Risks,"4,8,4",1.89,"4,4,3",https://openreview.net/forum?id=rJG8asRqKX,,,,
668,5.45,Random mesh projectors for inverse problems,"5,7,4",1.25,"4,4,3",https://openreview.net/forum?id=HyGcghRct7,,,,
669,5.45,Soft Q-Learning with Mutual-Information Regularization,"6,6,4",0.94,"4,4,3",https://openreview.net/forum?id=HyEtjoCqFX,,,,
670,5.44,"Deep Imitative Models for Flexible Inference, Planning, and Control","5,6,6",0.47,"5,3,1",https://openreview.net/forum?id=SyehMhC9Y7,,,,
671,5.44,Mimicking actions is a good strategy for beginners: Fast Reinforcement Learning with Expert Action Sequences,"5,5,6",0.47,"3,2,4",https://openreview.net/forum?id=HJfxbhR9KQ,,,,
672,5.44,DOMAIN ADAPTATION VIA DISTRIBUTION AND REPRESENTATION MATCHING: A CASE STUDY ON TRAINING DATA SELECTION VIA REINFORCEMENT LEARNING,"4,7,5",1.25,"2,3,4",https://openreview.net/forum?id=HyMnYiR9Y7,,,,
673,5.43,Adversarially Learned Mixture Model,"6,5,6",0.47,"1,4,2",https://openreview.net/forum?id=SJLhxnRqFQ,,,,
674,5.42,Learning to Decompose Compound Questions with Reinforcement Learning,"6,5,5",0.47,"5,3,4",https://openreview.net/forum?id=SJl2ps0qKQ,,,,
675,5.42,Entropic GANs meet VAEs: A Statistical Approach to Compute Sample Likelihoods in GANs,"5,5,6",0.47,"3,4,5",https://openreview.net/forum?id=BygMAiRqK7,,,,
676,5.42,Understanding & Generalizing AlphaGo Zero,"5,7,4",1.25,"5,4,3",https://openreview.net/forum?id=rkxtl3C5YX,,,,
677,5.4,Importance Resampling for Off-policy Policy Evaluation,"6,5,5",0.47,"4,3,3",https://openreview.net/forum?id=S1gBz2C9tX,,,,
678,5.4,EDDI: Efficient Dynamic Discovery of High-Value Information with Partial VAE,"5,5,6",0.47,"2,4,4",https://openreview.net/forum?id=HJl0jiRqtX,,,,
679,5.4,Unsupervised Conditional Generation using noise engineered mode matching GAN,"5,5,6",0.47,"3,3,4",https://openreview.net/forum?id=HyeU1hRcFX,,,,
680,5.4,Learning to Describe Scenes with Programs,"6,4,6",0.94,"3,3,4",https://openreview.net/forum?id=SyNPk2R9K7,,,,
681,5.4,Exploiting Cross-Lingual Subword Similarities in Low-Resource Document Classification,"4,6,6",0.94,"3,4,3",https://openreview.net/forum?id=S1e_H3AqYQ,,,,
682,5.4,Amortized Bayesian Meta-Learning,"6,5,5",0.47,"4,3,3",https://openreview.net/forum?id=rkgpy3C5tX,,,,
683,5.4,Improving Composition of Sentence Embeddings through the Lens of Statistical Relational Learning,"5,5,6",0.47,"3,3,4",https://openreview.net/forum?id=SkxZFoAqtQ,,,,
684,5.4,DEEP GRAPH TRANSLATION,"5,5,6",0.47,"2,4,4",https://openreview.net/forum?id=SJz6MnC5YQ,,,,
685,5.4,Learning Representations of Sets through Optimized Permutations,"6,3,6",1.41,"4,2,4",https://openreview.net/forum?id=HJMCcjAcYX,,,,
686,5.4,Perception-Aware Point-Based Value Iteration for Partially Observable Markov Decision Processes,"6,4,7",1.25,"4,4,2",https://openreview.net/forum?id=S1lTg3RcFm,,,,
687,5.4,Label Propagation Networks,"5,5,6",0.47,"2,4,4",https://openreview.net/forum?id=r1g7y2RqYX,,,,
688,5.4,Causal importance of orientation selectivity for generalization in image recognition,"7,6,4",1.25,"2,4,4",https://openreview.net/forum?id=Bkx_Dj09tQ,,,,
689,5.38,Exploring the interpretability of LSTM neural networks over multi-variable data,"6,5,5",0.47,"5,3,5",https://openreview.net/forum?id=HklVMnR5tQ,,,,
690,5.38,Probabilistic Knowledge Graph Embeddings,"5,6,5",0.47,"2,3,3",https://openreview.net/forum?id=rJ4qXnCqFX,,,,
691,5.38,Learning to encode spatial relations from natural language,"6,5,5",0.47,"5,4,4",https://openreview.net/forum?id=BJG__i0qF7,,,,
692,5.38,CDeepEx: Contrastive Deep Explanations,"5,6,5",0.47,"4,5,4",https://openreview.net/forum?id=HyNmRiCqtm,,,,
693,5.38,On the Spectral Bias of Neural Networks,"4,6,5,7",1.12,"4,3,3,3",https://openreview.net/forum?id=r1gR2sC9FX,,,,
694,5.36,What Would pi* Do?: Imitation Learning via Off-Policy Reinforcement Learning,"5,5,6",0.47,"4,3,4",https://openreview.net/forum?id=B1excoAqKQ,,,,
695,5.36,A Modern Take on the Bias-Variance Tradeoff in Neural Networks,"5,7,4",1.25,"3,4,4",https://openreview.net/forum?id=HkgmzhC5F7,,,,
696,5.36,I Know the Feeling: Learning to Converse with Empathy,"4,7,5",1.25,"4,4,3",https://openreview.net/forum?id=HyesW2C9YQ,,,,
697,5.36,On Difficulties of Probability Distillation,"5,7,5",0.94,"5,2,4",https://openreview.net/forum?id=rygFmh0cKm,,,,
698,5.36,GenEval: A Benchmark Suite for Evaluating Generative Models,"5,5,6",0.47,"3,4,4",https://openreview.net/forum?id=HJeRm3Aqt7,,,,
699,5.36,Complementary-label learning for arbitrary losses and models,"5,5,6",0.47,"3,4,4",https://openreview.net/forum?id=SJMnG2C9YX,,,,
700,5.36,State-Denoised Recurrent Neural Networks,"6,5,5",0.47,"4,3,4",https://openreview.net/forum?id=HJgyAoRqFQ,,,,
701,5.36,Domain Generalization via Invariant Representation under Domain-Class Dependency,"4,7,5",1.25,"5,5,4",https://openreview.net/forum?id=HJx38iC5KX,,,,
702,5.36,Perfect Match: A Simple Method for Learning Representations For Counterfactual Inference With Neural Networks,"5,5,6",0.47,"3,4,4",https://openreview.net/forum?id=rkxt8oC9FQ,,,,
703,5.36,Deep learning generalizes because the parameter-function map is biased towards simple functions,"7,5,4",1.25,"4,3,4",https://openreview.net/forum?id=rye4g3AqFm,,,,
704,5.36,Generative Adversarial Self-Imitation Learning,"5,6,5",0.47,"5,5,4",https://openreview.net/forum?id=HJeABnCqKQ,,,,
705,5.33,Success at any cost: value constrained model-free continuous control,"7,5,4",1.25,"4,4,4",https://openreview.net/forum?id=rJlJ-2CqtX,,,,
706,5.33,Massively Parallel Hyperparameter Tuning,"6,5,5",0.47,"4,4,4",https://openreview.net/forum?id=S1MAriC5F7,,,,
707,5.33,Transformer-XL: Language Modeling with Longer-Term Dependency,"6,6,4",0.94,"4,4,4",https://openreview.net/forum?id=HJePno0cYm,,,,
708,5.33,Point Cloud GAN,"5,5,6",0.47,"4,4,4",https://openreview.net/forum?id=ByxAcjCqt7,,,,
709,5.33,Making Convolutional Networks Shift-Invariant Again,"6,5,5",0.47,"4,4,4",https://openreview.net/forum?id=SklVEnR5K7,,,,
710,5.33,Guided Exploration in Deep Reinforcement Learning,"7,5,3",1.63,"5,4,3",https://openreview.net/forum?id=SJMeTo09YQ,,,,
711,5.33,MahiNet: A Neural Network for Many-Class Few-Shot Learning with Class Hierarchy,"5,6,5",0.47,"3,3,3",https://openreview.net/forum?id=rJlcV2Actm,,,,
712,5.33,Model Compression with Generative Adversarial Networks,"5,6,5",0.47,"4,4,4",https://openreview.net/forum?id=Byxz4n09tQ,,,,
713,5.33,Systematic Generalization: What Is Required and Can It Be Learned?,"4,6,6",0.94,"4,3,5",https://openreview.net/forum?id=HkezXnA9YX,,,,
714,5.33,Interpolation-Prediction Networks for Irregularly Sampled Time Series,"6,5,5",0.47,"4,4,4",https://openreview.net/forum?id=r1efr3C9Ym,,,,
715,5.33,Combining Neural Networks with Personalized PageRank for Classification on Graphs,"4,5,7",1.25,"4,4,4",https://openreview.net/forum?id=H1gL-2A9Ym,,,,
